Country,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Afghanistan,0.0,0.0,0.0,10.921047760500263,10.98092209694187,12.851767620382226,14.183786624844899,15.204356039127195,14.61470578413356,16.6603652446267,19.69852427465637,21.94956982305297,21.920029275410187,23.41789481170445,26.255622818093826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,5.231258938273284,5.312493480403993,5.672847873572942,5.9542578755919005,7.113123984312525,9.17626594579696,9.983913938794004,10.622975412258356,11.324249694872544,11.912411623271549,12.252865971669392,11.797,13.3563426417927,14.380772506868306,15.246887831419672,10.947208845012451,11.59954632271186,12.379922442343346,13.240755194488354,14.18150523492473,15.39006029601774,14.67836087823691,14.349708223064727
Algeria,182.1358471003699,166.41205645399003,155.28040471136035,158.37400213645657,173.30063371652489,194.37590930825453,208.3238564860059,209.98472001003597,199.22127668149412,189.04612363328857,216.81530620905215,215.52881325476488,196.037128880185,208.07181757677932,219.11659949469694,198.45617591242933,204.22534923022567,205.9102227209328,203.96422607003726,210.906,229.9959942825906,148.25841066298463,123.87510476566949
Angola,195.33260479494504,55.982294688221614,26.538499122377875,11.386,7.196538474644446,7.651210462768549,8.313977873078786,10.14111973643725,12.301940647107122,12.583961348690408,15.587662888818226,14.829421503259486,14.165783726232009,15.866998137325309,16.96952703241494,11.875156265270734,9.446251772478643,8.215006161049093,6.845393166280497,6.094033485975416,5.858829226897973,2.3346779467845957,2.187871113549832
Antigua and Barbuda,0.8898239719135239,0.9117387774574444,0.9352722967640089,0.9337402590974888,0.9853188147592481,1.0444114787291248,1.0672742816617715,1.160348712062234,1.185687890808848,1.1850198746361789,1.2876733450873534,1.2845103258218284,1.407691163460492,1.4879108378857953,1.5556246306583155,1.301709892476442,1.3515972522295174,1.4062396211034536,1.458,1.52504329122347,1.5927226074058565,1.319088683508761,1.3523156886540997
Argentina,483.7730713,479.9565290936787,458.7960384711955,127.82018451467019,151.08253642002867,151.95800015662053,164.5695213889264,169.51567991621513,171.329878920286,156.44642500430587,147.0213715559469,119.48341811722653,84.22693075718614,70.85760276831694,53.332381395333286,70.11964987328642,49.68706262375108,40.17443130628675,28.92239402999342,19.852391399277845,14.550689090815458,6.791650717808112,4.259300121280647
Armenia,3.119161359586752,3.27745330734018,3.489992224789193,3.82494943593647,4.320123406392867,5.174173121920312,6.879443155237178,8.596921427850145,9.85965158205083,10.410373762243832,10.279860682229826,9.049956862169259,9.086,9.523365000395739,10.232260958173878,9.90961033252555,9.943630595177842,10.10095844707392,10.32040146138165,10.776163080888914,11.159332843088988,10.981955176687894,11.251655910389978
Australia,798.1175825778737,755.4767375677936,681.6344328090677,743.2945063309209,922.2173965693285,1082.5942090455958,1161.8892717901285,1171.0991931091398,1214.8988338455672,1207.0058983290514,1238.8778440370966,1308.394491902289,1280.1563955073525,1330.6267777448943,1369.2447631704792,1518.5450749138479,1543.5984510553749,1565.4792828601926,1611.6805274357457,1626.4608527662474,1673.6534205919781,1725.281408357792,1677.45
Austria,284.01426836018805,255.2666496262659,249.0234387764421,265.58516718867054,321.58095599123715,362.22884066747577,367.89580308974104,380.68875549614677,403.3324934537,413.6576022126219,416.9416713040598,429.4339781719725,431.82239775399614,436.6824423213596,440.51926724691646,372.606,379.21793501165354,391.5461725608813,399.378502202524,407.4769491633565,413.98053606929943,431.17534961359587,442.7848278074415
Azerbaijan,7.38089504095256,7.552346089675926,7.974815003235753,8.360169528610314,9.11956918832995,9.960293967714708,12.561,17.804836418180763,21.304739003786967,23.37192272992383,30.428441887336323,32.73179172258557,29.406488454096095,31.303788918309788,33.17863080922009,35.407679206472885,30.6936487948373,29.463638353204097,27.499861187274593,31.17800531442001,34.98280658453167,17.354946795818176,13.142395055111978
"Bahamas, The",6.388402094257191,6.733693408134987,6.8802946922454495,6.950962678298783,7.0169672686522935,7.133194210235118,7.040574510481694,7.402660089994834,7.654037071708003,7.999467452023558,8.51696981354363,8.557466332400931,8.77621390047106,9.055399141961178,9.027529660746673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,12.73430098190402,13.409805414288448,13.80865291477162,14.226980222668258,15.097771476875128,15.623387832038274,16.437304205028454,18.135180186524753,18.223476974424997,18.39037729872869,20.801676398327142,21.567,21.434815525171864,22.747758846049503,24.34506172642825,30.568997253770668,31.93138747984702,32.02959912577918,32.50513847020945,34.36596309210088,38.56118688649053,33.641075476525934,32.796232560048814
Bangladesh,148.63620778283146,145.2866111029364,141.13483358506932,142.65696888581908,148.18911949587147,153.80522299967564,152.43347976280458,153.2210743690875,157.64915023784337,159.45743100267424,176.52247566802188,177.21149331889416,175.85525717027934,176.5691440271669,180.26587030326758,258.6842331607883,218.991,227.2522223209999,234.7125272491803,247.65550447120725,259.83340974185137,285.5382669178121,298.49908592587343
Barbados,3.378711470439618,3.5359282562510224,3.451181862825338,3.315680025752453,3.569122137404579,3.52523689940485,3.591135227123967,3.8161004237664087,3.8922528961686402,3.9974607978264234,3.732462217272481,3.629988633168011,3.9130369719338325,3.992169086416926,4.17627554919566,4.259044003572774,4.351545584506263,4.348264584334674,4.3465896316808115,4.337300413735306,4.449604902555117,3.7826550841651554,4.020804067619803
